Tipo de Caso,Cadena 1,Cadena 2,Distancia Levenshtein
Longitudes Diferentes,qfmahrbppw,ieyyghgwbkbx,18
Longitudes Diferentes,aqnoblq,mtghjtmndy,15
Longitudes Diferentes,ixoujhhkcp,hdbnpxtyqecypc,18
Longitudes Diferentes,cszhlz,dbmdtrjpdgn,17
Longitudes Diferentes,ptacj,zzgivevgjm,13
Longitudes Diferentes,wyarhkejys,uvoynxviwb,18
Longitudes Diferentes,keqqpjy,pvfpwembhnmequ,17
Longitudes Diferentes,nfibjtykzi,gtiwwdbbnrwdgzx,19
Longitudes Diferentes,exryk,aylqdindhie,13
Longitudes Diferentes,choiqkqz,aefniucgci,14
Longitudes Diferentes,ggjvq,thxlyqegwbw,14
Longitudes Diferentes,akyyw,txwievsqzab,14
Longitudes Diferentes,ngzjtv,xdfpyzquco,14
Longitudes Diferentes,wqpkbnv,unljebnalcajloo,17
Longitudes Diferentes,impji,fmevgcobvshny,16
Longitudes Diferentes,dktqut,cnovqkfokaanzlk,17
Longitudes Diferentes,ujuivfowwk,mifpxkpzvdfu,16
Longitudes Diferentes,aaxrffpkj,jebjjpkzkmuwm,18
Longitudes Diferentes,llxadqcwdw,ppezfcrkyuhud,19
Longitudes Diferentes,hagthvwdpk,diyggsnpnkhhzf,18
Longitudes Diferentes,lyexluthe,ysgjxqdsrcjsxmv,20
Longitudes Diferentes,qsqtef,lnirpsdbtbxxwb,16
Longitudes Diferentes,rsudpsw,hxvqxgwgewer,17
Longitudes Diferentes,hqwjzafpxv,zgrxadxvzrfy,14
Longitudes Diferentes,uvbmkqwvq,vrchbroqghkp,15
Longitudes Diferentes,bzfnqpppe,wdeoseatuxbphru,20
Longitudes Diferentes,snvzkkv,zidtlcmrks,13
Longitudes Diferentes,lesif,mimbnjfwut,11
Longitudes Diferentes,nljywso,fntymbqzys,11
Longitudes Diferentes,pbxnmyuxc,xyvyalzrbe,14
Longitudes Diferentes,nidznd,thhnhmsroumz,14
Longitudes Diferentes,vbniujgsw,ihulnvfvpeszajm,17
Longitudes Diferentes,imikdnd,kciyrkscgjm,14
Longitudes Diferentes,fysnzilnvn,dwsuggwkjiucl,17
Longitudes Diferentes,fcragcwv,hpbxcqcwtklv,12
Longitudes Diferentes,lisod,deukpjxjiyaggfv,17
Longitudes Diferentes,qathqgh,mbhenxttxbxxoux,20
Longitudes Diferentes,svrap,flhelgmgqqxfzl,19
Longitudes Diferentes,smiuyms,yjkpgwxkfenemf,17
Longitudes Diferentes,vtlynwb,cahtiunfwnrze,13
Longitudes Diferentes,uvnnpnfov,odmqvfllbnzkbb,19
Longitudes Diferentes,devtmwln,pkupmmntqbiff,17
Longitudes Diferentes,varaxwoz,fbghjlznsfexcz,18
Longitudes Diferentes,qzjxacbgr,qqmlafcjihbxwpn,16
Longitudes Diferentes,xnllb,kcbppxpmrplq,13
Longitudes Diferentes,vfgtm,yloiltwhfuaurmx,15
Longitudes Diferentes,zyupxgrk,lovnbqucpyl,15
Longitudes Diferentes,vajfb,cyuftlpouusc,15
Longitudes Diferentes,jcnjppmhc,sqrkmyfmsjoupzc,18
Longitudes Diferentes,wcngwxnh,okebnjhtkkirqey,19
Longitudes Diferentes,dvpfy,adhjibgaeunxsqu,17
Longitudes Diferentes,ydmkh,thxgnjtnssw,14
Longitudes Diferentes,mwgot,ufabjgklimvbs,15
Longitudes Diferentes,tmmbuufl,jfvxhxggyagkdtq,20
Longitudes Diferentes,gqqtto,bapveptkjj,13
Longitudes Diferentes,pxvytidvp,rppglpccxpsvle,17
Longitudes Diferentes,zcxzxoaet,uererhtxahm,16
Longitudes Diferentes,umwqjpjtbt,httaakwbxoyg,16
Longitudes Diferentes,wqvhrok,jdtipmsuanteg,19
Longitudes Diferentes,juwkzy,ptztojsdgeii,16
Longitudes Diferentes,zmqdw,bxbgmhknfk,13
Longitudes Diferentes,nnije,otkjnfqneiibsm,13
Longitudes Diferentes,sermhvlw,ougleivnqrwleat,16
Longitudes Diferentes,judsb,ndnhtelnkwv,14
Longitudes Diferentes,qfwuln,ybzvwceirta,14
Longitudes Diferentes,tuemb,qoutwelkunmuter,14
Longitudes Diferentes,cckcrb,hxbzzxgyhcmnx,17
Longitudes Diferentes,xdozj,qombzdlaovzbeb,13
Longitudes Diferentes,bsnyp,vkaljkejrj,14
Longitudes Diferentes,jnokrqhl,jkjoczsfwd,14
Longitudes Diferentes,hgcmblc,netzotolwgrisu,19
Longitudes Diferentes,grlqrpru,sppauhwljw,13
Longitudes Diferentes,ffhdmdlyq,ehmmfkajdcec,15
Longitudes Diferentes,wuaycgsi,kasqmzuqys,11
Longitudes Diferentes,jdzorsjru,eddxlmopepbk,17
Longitudes Diferentes,kbruyr,otzxenffilllin,20
Longitudes Diferentes,jxzsuxfs,udjqpocdkctts,17
Longitudes Diferentes,syicibhif,jqfxzolkjgy,18
Longitudes Diferentes,bcnjmhpqwz,xtaxqsnjctjjui,19
Longitudes Diferentes,uaskensjzt,zmkeoxlycwxqdvu,21
Longitudes Diferentes,fjnqqanow,tplxfphzpw,15
Longitudes Diferentes,mmozadyv,hxzqrdbfqisvi,15
Longitudes Diferentes,bjzwref,oazxihseyzt,13
Longitudes Diferentes,pscfrz,rrhrepllczhj,12
Longitudes Diferentes,yzwpfqk,xarupzklmg,12
Longitudes Diferentes,vupxi,awzeuhoyao,11
Longitudes Diferentes,xqficbgt,adoncmculjo,16
Longitudes Diferentes,ngkfnlepmu,mubliqxqpwkjnbj,21
Longitudes Diferentes,pjvdz,wxlppgmztnsowm,15
Longitudes Diferentes,nlotseobbn,xruckgcqniwev,19
Longitudes Diferentes,twtcyjku,bygcdmvuekiaib,17
Longitudes Diferentes,rqrvlhwfq,dvtaifacak,13
Longitudes Diferentes,hurxaho,sdrkiprwnsp,16
Longitudes Diferentes,upohowp,zhvozfifkcm,14
Longitudes Diferentes,lbfmaf,mrdfqbqsshj,13
Longitudes Diferentes,vuidn,poppxwzynnik,15
Longitudes Diferentes,ilfwzl,lpdehsqnvi,14
Longitudes Diferentes,seduzajp,eanrzxrnhhyox,16
Longitudes Diferentes,deouqmvv,gmslqxonrip,17
Longitudes Diferentes,nasyn,vjyjtekspovlvuz,18
Longitudes Diferentes,ekrxkpmqf,dqcxoysoimkmvci,18
Longitudes Diferentes,ecxbz,zxvchxtmses,12
Longitudes Diferentes,bqoprbeehp,ppyscsnupfta,18
Longitudes Diferentes,msnumvl,qbzgeekcrqqjcdp,22
Longitudes Diferentes,vqdhhq,mlabmwhlsha,11
Longitudes Diferentes,foifjira,nqsswamokodpo,18
Longitudes Diferentes,fvtvxivdqb,qtdbieuidack,15
Longitudes Diferentes,ghxqecgt,nngqgiuuik,12
Longitudes Diferentes,fyheqzmck,hpztkztpbsrpen,17
Longitudes Diferentes,zablrtyj,rchknovdrb,16
Longitudes Diferentes,eowuwtonun,vrlnpggbdvsh,20
Longitudes Diferentes,dtluoribi,fphjcweilo,15
Longitudes Diferentes,qmvqdeatjx,qhyoxqehhtgrhsi,17
Longitudes Diferentes,qdphw,vwpualkbifk,13
Longitudes Diferentes,rzxaqxahgt,dooitpiapmiikrn,23
Longitudes Diferentes,pifivuanl,qmgwtbpxrtnma,17
Longitudes Diferentes,fvvuwk,wfukicqvdpi,11
Longitudes Diferentes,oecbj,jyhhoualrfjc,12
Longitudes Diferentes,wypnxjpkez,seaglfknsj,15
Longitudes Diferentes,ulckazryou,zpjdzsgmavelf,20
Longitudes Diferentes,fwtgyqdj,ccblutughiolooo,19
Longitudes Diferentes,pfguofmi,wguolnqtxv,12
Longitudes Diferentes,obbyjiqqv,szyjajcqixexn,15
Longitudes Diferentes,dauhuyd,ovszvmisoqjs,19
Longitudes Diferentes,xemclgqav,kdjjqzwmvvuiwh,19
Longitudes Diferentes,svcgsw,izyeqehtjucesb,16
Longitudes Diferentes,vslyuhjel,fsozpnglmwaeqt,16
Longitudes Diferentes,rxnsfklg,zqmyphobiblaass,19
Longitudes Diferentes,prxkp,nfdoezpczqrg,13
Longitudes Diferentes,fhuyurbe,vossteklnphzqia,20
Longitudes Diferentes,nysqlvf,moczwnfrbptjqcc,18
Longitudes Diferentes,wvociamskk,mptalqgrfo,17
Longitudes Diferentes,fokaufv,tpsiodzvhpmao,16
Longitudes Diferentes,abcdxiqw,dqpyvunhkdkjcav,18
Longitudes Diferentes,sxxcltsv,ztklfmihewluxok,21
Longitudes Diferentes,uydwaxcemh,gaujavvznxv,15
Longitudes Diferentes,fkksgs,dsomndsfxtojn,15
Longitudes Diferentes,cvxemcfwlu,pvlbhyaqiqstupe,19
Longitudes Diferentes,vmnpojbn,ikxmjaylxoca,14
Longitudes Diferentes,jjzltbsf,jamsmsufkqok,13
Longitudes Diferentes,fcipmlwkq,gzdefpjvuj,15
Longitudes Diferentes,sitpog,qiunblqrjud,15
Longitudes Diferentes,sqvsz,yjmjdlwlqd,13
Longitudes Diferentes,xoxaxmnhss,zrafkwpmirsuv,17
Longitudes Diferentes,evfspaxk,catvusdjkqje,13
Longitudes Diferentes,cbjyj,yrgkwswgdhbxte,17
Longitudes Diferentes,ldnrsif,niubxiahcaev,14
Longitudes Diferentes,qecmv,owataopyuxeqwah,16
Longitudes Diferentes,ppupoilsac,knddctacrfa,17
Longitudes Diferentes,owqsqaxgjr,tyckbrsjmu,16
Longitudes Diferentes,umgqluky,zalvpueysdk,12
Longitudes Diferentes,fgghhny,kgudsqwvdemedt,19
Longitudes Diferentes,yhdzry,rsvsdjxzchnxiab,16
Longitudes Diferentes,rqeaqe,flsqzzgyhgggd,17
Longitudes Diferentes,dcygp,jqyqimxachgxm,13
Longitudes Diferentes,taxfthh,rcdxthsfjdwinyq,16
Longitudes Diferentes,hmmmwyatcv,tosdyvpyeno,17
Longitudes Diferentes,vadikizx,gdgkbsbtnnm,15
Longitudes Diferentes,lclxd,jkfjlbaurxlwrrz,15
Longitudes Diferentes,jhwgvlh,nztldtflhp,13
Longitudes Diferentes,vzffuz,hsxhqqfncbqnl,17
Longitudes Diferentes,kufhom,lyiscuffsyb,13
Longitudes Diferentes,jztvaz,gradecwdrpww,16
Longitudes Diferentes,wgsiqkfs,fkjkgfekxwq,15
Longitudes Diferentes,majow,yoylyblsnruxocw,16
Longitudes Diferentes,hvucwdlws,cmddyckxkhvpf,18
Longitudes Diferentes,kwqgsqa,ytyqmdpwdrmtfm,19
Longitudes Diferentes,hxlgf,myutnkjfkdei,15
Longitudes Diferentes,mtojbqojuh,oioqwoksuobchc,14
Longitudes Diferentes,wieavjct,auxjrerjwg,13
Longitudes Diferentes,lmoua,fkbnstzsct,15
Longitudes Diferentes,hpvxcttthg,bwxcjhenzadwy,16
Longitudes Diferentes,rgcqpctnlf,gbgeaudymy,17
Longitudes Diferentes,psrimxl,zwdbbqwumpaff,17
Longitudes Diferentes,ukhjeiz,ntlkwjtrwzvnv,14
Longitudes Diferentes,ucavn,exolfspvfe,13
Longitudes Diferentes,yzidfbci,zqbsogwwtecok,15
Longitudes Diferentes,daiiyqqqc,bhmtgxdcrvijvo,19
Longitudes Diferentes,jyazcsh,vjyvnpvttpzdldq,16
Longitudes Diferentes,poribs,sialckxtgpvdjme,18
Longitudes Diferentes,tohvup,dubxtoobkj,12
Longitudes Diferentes,hblyoo,kfpyibixswattji,18
Longitudes Diferentes,jfbyuzru,cizfdejuvvcuq,15
Longitudes Diferentes,nfhrfipgwv,uqnfhrrxbfcgfb,12
Longitudes Diferentes,aevjnae,phxlqqgnff,15
Longitudes Diferentes,msuqrtk,daqzsudfvzcfg,15
Longitudes Diferentes,kzdsey,flmkiwfqedz,13
Longitudes Diferentes,xsecpgzoi,xswmwpldmckp,13
Longitudes Diferentes,agaof,olburumvtlqh,15
Longitudes Diferentes,whltxpkrj,nwqovguznrz,16
Longitudes Diferentes,yhvasixqay,icryebiqyqvbba,16
Longitudes Diferentes,oezfwl,lroziotfvmjc,12
Longitudes Diferentes,nrwavc,cmwprstanuar,13
Longitudes Diferentes,ekpfvyf,cdrlosfjmu,15
Longitudes Diferentes,rmklmd,khsonuzlgdbpm,13
Longitudes Diferentes,xmzfchwf,zulnuuimcxa,14
Longitudes Diferentes,mxgasw,aqxtsyltwwfgk,12
Longitudes Diferentes,annbv,ozqhvwfpfw,13
Longitudes Diferentes,ijuxqmq,pqlhthqgdwfnmzl,18
Longitudes Diferentes,pwdrlpym,lvwogkywstjgrp,16
Longitudes Diferentes,ezwtnllgta,dssfvvkpxqf,21
Longitudes Diferentes,llamjulv,ezhvscxerijoan,19
Longitudes Diferentes,vinek,todkzcjgvd,13
Longitudes Diferentes,wtyvailljz,lllqlvjvskejemv,19
Longitudes Diferentes,wlbiy,eyvugkthluyvcjv,16
Longitudes Diferentes,fhvnrsf,vaiqreehvq,12
Longitudes Diferentes,ffacd,cqzphmssrhxigbx,18
Longitudes Diferentes,pzxbcf,twypywilihnlmw,18
Longitudes Diferentes,fhwkgsfwpx,btdzxnlodhx,17
Longitudes Diferentes,jqqjgvcr,eqiexaaklznyne,18
Longitudes Diferentes,yaoqeatqeu,pvmmetggyesxdu,16
Longitudes Diferentes,hyzvx,syhxzilpjpjdqh,15
Longitudes Diferentes,eodeafk,gobnjxrndjlmikb,16
Longitudes Diferentes,hyvgombt,gshhcymebhfqhmu,15
Longitudes Diferentes,qifzlgke,wfxrluaspgdshos,17
Longitudes Diferentes,lufozswxs,hnkymifdjg,17
Longitudes Diferentes,ysquuiu,nzecotzbgvvmk,20
Longitudes Diferentes,rpeiygec,sreveahblad,12
Longitudes Diferentes,nqtsf,ktghadqhjs,10
Longitudes Diferentes,havbv,afdxcpajmrotbkw,15
Longitudes Diferentes,irzvblatoi,pvztuwmppitroui,17
Longitudes Diferentes,zyjcp,mkupcamtlweaq,15
Longitudes Diferentes,absrprmkgs,dmctexbabs,14
Longitudes Diferentes,odptnbvihg,brgavyiuzrljod,18
Longitudes Diferentes,fwkbgdqiw,qcoyrayreikab,17
Longitudes Diferentes,eeljgfh,naypanfaaax,13
Longitudes Diferentes,cmnpjgimb,hrcwpayfqmk,13
Longitudes Diferentes,nzlaemhn,gflyxntnbpswwyw,19
Longitudes Diferentes,unnsnx,taywcfbwrrihhno,18
Longitudes Diferentes,uoknvd,uwfyefdiucllarj,17
Longitudes Diferentes,ueycoxa,wfjdxbxowx,13
Longitudes Diferentes,olcpxqujwm,kboangbzcqynih,17
Longitudes Diferentes,cuucrf,xjrspjkgoeq,15
Longitudes Diferentes,crsiyflbre,kgrkltakdmgjx,18
Longitudes Diferentes,yhsxtsfq,gdsxucdqyu,12
Longitudes Diferentes,fcmzdhqso,yeaseutsqmtdd,17
Longitudes Diferentes,qdumbiqs,euslzqiuck,14
Longitudes Diferentes,bewyb,vtfhebdfzm,11
Longitudes Diferentes,ddszmnjzo,raquorbwwxdxm,17
Longitudes Diferentes,qwtftl,yfggsbwasv,13
Longitudes Diferentes,lhwxlmtd,nwgkcyruty,14
Longitudes Diferentes,wntcmiqb,tnorwlzonrhexc,16
Longitudes Diferentes,qhgdjcdu,krlovaxgbpaih,17
Longitudes Diferentes,jdnvrkjzv,cjojslbxtbhodb,19
Longitudes Diferentes,qhnveb,ubvdasqpqkz,14
Longitudes Diferentes,pelqenlam,nutsoeqydpr,16
Longitudes Diferentes,tmylk,ummpejerhei,14
Longitudes Diferentes,pdmpjody,fnllnkwzjvncuf,20
Longitudes Diferentes,hrkcbpbm,naghpuvgkkz,15
Longitudes Diferentes,zgkye,cjjqeubadx,13
Longitudes Diferentes,foonbwutyp,vltmljypikimg,17
Longitudes Diferentes,xjbducons,wpvmiodwmhwsosa,18
Longitudes Diferentes,cfzmjvp,qhketozmkmsyjmt,16
Longitudes Diferentes,vtclgqfxkt,qiiemdbfukzcuq,18
Longitudes Diferentes,kakrgukve,lkpjyldtkqxd,17
Longitudes Diferentes,rgned,cxshhvuomrc,14
Longitudes Diferentes,nxqrrckq,acnyfuryirfnev,16
Longitudes Diferentes,afvxbbq,vfzcnaitrkhxcod,17
Longitudes Diferentes,yvuyvfe,acqeejjgxyouv,14
Longitudes Diferentes,agbsizhz,bvjqluzxcmxil,17
Longitudes Diferentes,feedd,lrlndeinqjar,14
Longitudes Diferentes,lrpporbvj,efnzkqjytjtqwho,22
Longitudes Diferentes,djdjhyxrx,ogaxdhnupt,14
Longitudes Diferentes,tsiwdc,gafzxowcghe,12
Longitudes Diferentes,rwodhe,yvfmwjymswbzvup,19
Longitudes Diferentes,nderpbae,apeafoujwopiiq,16
Longitudes Diferentes,lekwhgf,azuiclbirzvsw,16
Longitudes Diferentes,zsoyf,chwuranqqcj,15
Longitudes Diferentes,pqyyzd,qhmkzxjeil,12
Longitudes Diferentes,ucskgbv,sbxbonifiqk,14
Longitudes Diferentes,ueseor,xcsmqmqguiynj,17
Longitudes Diferentes,lzckym,xmorfqvmasiwnb,18
Longitudes Diferentes,okyagxj,xglggjrxmk,13
Longitudes Diferentes,ndsgeieqe,grmfksbyfj,17
Longitudes Diferentes,pqwbl,futtndatsrrsqx,16
Longitudes Diferentes,xptkqs,dcjwlcljmlibco,20
Longitudes Diferentes,dwceefmmkl,ybjcglamhvfycg,19
Longitudes Diferentes,szwwnij,nqnznwpwiweexf,13
Longitudes Diferentes,vbuhvj,jkdbteblbmj,13
Longitudes Diferentes,xtlkndnru,idttvnhdnejq,13
Longitudes Diferentes,aqufm,vdivsqnpetl,14
Longitudes Diferentes,gjrmqlfelh,dqtxeenhgroo,16
Longitudes Diferentes,elgtmjflbn,kixaviipuavgnv,18
Longitudes Diferentes,uucsdxzr,tnswsxhwwhg,15
Longitudes Diferentes,ntgpw,xffklwrqqhpy,15
Longitudes Diferentes,wzbhw,cgmaejefvqvxeg,18
Longitudes Diferentes,njwfhpva,jooqcabyqxu,15
Longitudes Diferentes,xgssb,blmvrysubv,11
Longitudes Diferentes,zgzgzgidg,hxvziydclslqa,15
Longitudes Diferentes,ezaagjtimc,jbbpiqgpadsvya,18
Longitudes Diferentes,rhuzexwzv,eocrtjeelpqgik,19
Longitudes Diferentes,bgeujjyrs,ytvamaxmef,15
Longitudes Diferentes,ipqgdimy,ichfgbbryiqnxev,17
Longitudes Diferentes,lkukfgpu,loyemwkwtby,15
Longitudes Diferentes,wxhtezgph,nqmkagflreipyah,17
Longitudes Diferentes,sbqbmvbfoz,zcyuzupqcvstpz,18
Longitudes Diferentes,samhdwq,ghriivmgfaxzh,16
Longitudes Diferentes,beqocpd,fwqysdacnd,10
Longitudes Diferentes,rqlziiu,umxuxzedtwbfavw,19
Longitudes Diferentes,uxcjk,wmdvezfgvi,15
Longitudes Diferentes,qfdbtc,jkejdqvndg,12
Longitudes Diferentes,lsmhaki,whbwxaylqtntiom,16
Longitudes Diferentes,eeutyjvxkn,ymbyfjqqnnp,15
Longitudes Diferentes,ewkwuaud,cksqfilthm,16
Longitudes Diferentes,bsegob,eledasdafkfbych,15
Longitudes Diferentes,cjcqzepho,bbzncrhumoglw,16
Longitudes Diferentes,uwjyr,xvuzzrzspbfu,13
Longitudes Diferentes,ugfnndc,udqrkbuumfx,14
Longitudes Diferentes,huhircwgw,ximwlakunfxpb,17
Longitudes Diferentes,pnsqmi,jamrhvdeoxr,14
Longitudes Diferentes,piyhuhoee,wdgxwrmlhvhrxf,19
Longitudes Diferentes,ycmkxyp,nkqlhtvggoci,17
Longitudes Diferentes,fuzrkg,fpsciyvlqsqw,16
Longitudes Diferentes,xiijt,yexrlzerysixvvy,16
Longitudes Diferentes,uwotzb,jzoettqjijak,13
Longitudes Diferentes,tigyo,abxpubqobysqi,15
Longitudes Diferentes,gxurgenxve,szjzvvpqvhzmu,21
Longitudes Diferentes,ticyxzz,ykncljenkrcf,17
Longitudes Diferentes,odwojw,ixjyemkvxywxuvd,17
Transposiciones,olpltnmt,ollptnmt,2
Transposiciones,ouhflbcx,oufhlbcx,2
Transposiciones,oqnaza,oqanza,2
Transposiciones,pxeiivqo,pxieivqo,2
Transposiciones,iwinky,iwniky,2
Transposiciones,rqdgyofgal,rqgdyofgal,2
Transposiciones,vweqziel,vwqeziel,2
Transposiciones,ywpdvx,ywdpvx,2
Transposiciones,lzckmnqbi,lzkcmnqbi,2
Transposiciones,flova,flvoa,2
Transposiciones,uezwytltob,uewzytltob,2
Transposiciones,xkbbf,xkbbf,0
Transposiciones,wxiojppul,wxoijppul,2
Transposiciones,fspreo,fsrpeo,2
Transposiciones,whvcexln,whcvexln,2
Transposiciones,tshdcw,tsdhcw,2
Transposiciones,yglrqwty,ygrlqwty,2
Transposiciones,ohmofhba,ohomfhba,2
Transposiciones,ebnzqcde,ebznqcde,2
Transposiciones,mqvbqin,mqbvqin,2
Transposiciones,wgycj,wgcyj,2
Transposiciones,gulmq,gumlq,2
Transposiciones,oaxaikqmvs,oaaxikqmvs,2
Transposiciones,zfmjox,zfjmox,2
Transposiciones,tzggei,tzggei,0
Transposiciones,truzkqtzh,trzukqtzh,2
Transposiciones,uzmpm,uzpmm,2
Transposiciones,dphsnst,dpshnst,2
Transposiciones,szxscfxgcc,szsxcfxgcc,2
Transposiciones,fdmqhho,fdqmhho,2
Transposiciones,eccwzrgrb,ecwczrgrb,2
Transposiciones,nwqrhfn,nwrqhfn,2
Transposiciones,arjdpkprd,ardjpkprd,2
Transposiciones,ygrzjcx,ygzrjcx,2
Transposiciones,isntrrov,istnrrov,2
Transposiciones,moxdopw,modxopw,2
Transposiciones,oykgbxmfl,oygkbxmfl,2
Transposiciones,cwyzdln,cwzydln,2
Transposiciones,sjiuyv,sjuiyv,2
Transposiciones,bzxiwdkmaz,bzixwdkmaz,2
Transposiciones,fqtpsdww,fqptsdww,2
Transposiciones,izkcle,izckle,2
Transposiciones,wqkigckx,wqikgckx,2
Transposiciones,nnipk,nnpik,2
Transposiciones,gusrfqxt,gursfqxt,2
Transposiciones,bxdmjso,bxmdjso,2
Transposiciones,oefgo,oegfo,2
Transposiciones,nelvnmev,nevlnmev,2
Transposiciones,vrqsh,vrsqh,2
Transposiciones,wwogcpjqo,wwgocpjqo,2
Transposiciones,mqgtzdjiu,mqtgzdjiu,2
Transposiciones,fajbjgv,fabjjgv,2
Transposiciones,utrem,uterm,2
Transposiciones,kaqmpcb,kamqpcb,2
Transposiciones,fotpykctt,foptykctt,2
Transposiciones,wntbevkkm,wnbtevkkm,2
Transposiciones,hgkgde,hggkde,2
Transposiciones,cicwo,ciwco,2
Transposiciones,kfltq,kftlq,2
Transposiciones,tnqbvcsp,tnbqvcsp,2
Transposiciones,ugeziwp,ugzeiwp,2
Transposiciones,fxafd,fxfad,2
Transposiciones,hyxft,hyfxt,2
Transposiciones,lgmymroh,lgymmroh,2
Transposiciones,dedsxvvmzk,desdxvvmzk,2
Transposiciones,wyvnj,wynvj,2
Transposiciones,zugktgx,zukgtgx,2
Transposiciones,tkbzfvdl,tkzbfvdl,2
Transposiciones,ihntpm,ihtnpm,2
Transposiciones,xutoay,xuotay,2
Transposiciones,roopmvkyye,ropomvkyye,2
Transposiciones,ouyan,ouayn,2
Transposiciones,rojpjov,ropjjov,2
Transposiciones,ivepnoirs,ivpenoirs,2
Transposiciones,qdljizd,qdjlizd,2
Transposiciones,taddsbbqnb,taddsbbqnb,0
Transposiciones,mzoenq,mzeonq,2
Transposiciones,uqamqe,uqmaqe,2
Transposiciones,xjrpnt,xjprnt,2
Transposiciones,ftwxu,ftxwu,2
Transposiciones,sslian,ssilan,2
Transposiciones,zqhbhnwwow,zqbhhnwwow,2
Transposiciones,fouse,fosue,2
Transposiciones,fessm,fessm,0
Transposiciones,liqogh,lioqgh,2
Transposiciones,swpyb,swypb,2
Transposiciones,fvseykxq,fvesykxq,2
Transposiciones,ohrzrr,ohzrrr,2
Transposiciones,ornafdy,oranfdy,2
Transposiciones,upmonhlsi,upomnhlsi,2
Transposiciones,jlwofk,jlowfk,2
Transposiciones,yglnqa,ygnlqa,2
Transposiciones,yxnnn,yxnnn,0
Transposiciones,sizscjtasv,siszcjtasv,2
Transposiciones,opaas,opaas,0
Transposiciones,hafwmr,hawfmr,2
Transposiciones,qeugcdumby,qegucdumby,2
Transposiciones,ixsnllfli,ixnsllfli,2
Transposiciones,adhfz,adfhz,2
Transposiciones,opckh,opkch,2
Transposiciones,qnykdmjhu,qnkydmjhu,2
Transposiciones,nuotrnlg,nutornlg,2
Transposiciones,ltjwvkzyyv,ltwjvkzyyv,2
Transposiciones,dnejorwkb,dnjeorwkb,2
Transposiciones,mbbzkxtxsr,mbzbkxtxsr,2
Transposiciones,uwphbma,uwhpbma,2
Transposiciones,lmojh,lmjoh,2
Transposiciones,xvifc,xvfic,2
Transposiciones,vkwgsedpu,vkgwsedpu,2
Transposiciones,nqwurivcq,nquwrivcq,2
Transposiciones,cnatr,cntar,2
Transposiciones,qyjwkwbhw,qywjkwbhw,2
Transposiciones,iwtrikxz,iwrtikxz,2
Transposiciones,wtogmqyson,wtgomqyson,2
Transposiciones,lfxufo,lfuxfo,2
Transposiciones,zudpnxnw,zupdnxnw,2
Transposiciones,iviuaywo,ivuiaywo,2
Transposiciones,lxibq,lxbiq,2
Transposiciones,tsjxo,tsxjo,2
Transposiciones,nxspqiuwga,nxpsqiuwga,2
Transposiciones,pexcbxd,pecxbxd,2
Transposiciones,ignzdmns,igzndmns,2
Transposiciones,pwtjd,pwjtd,2
Transposiciones,qmgrjw,qmrgjw,2
Transposiciones,ntbur,ntubr,2
Transposiciones,vvwtb,vvtwb,2
Transposiciones,ioozv,iozov,2
Transposiciones,bctehwspd,bcethwspd,2
Transposiciones,kklhhwakfb,kkhlhwakfb,2
Transposiciones,gpxhpcjjt,gphxpcjjt,2
Transposiciones,kwuwc,kwwuc,2
Transposiciones,mavvfu,mavvfu,0
Transposiciones,iiaeb,iieab,2
Transposiciones,iekpchujdv,iepkchujdv,2
Transposiciones,feioe,feoie,2
Transposiciones,nzsulnvwj,nzuslnvwj,2
Transposiciones,dxvnwdirj,dxnvwdirj,2
Transposiciones,jgqth,jgtqh,2
Transposiciones,qswbtt,qsbwtt,2
Transposiciones,yzwrewpruh,yzrwewpruh,2
Transposiciones,zaimgpswx,zamigpswx,2
Transposiciones,eijek,eiejk,2
Transposiciones,phzoz,phozz,2
Transposiciones,kwxbmeg,kwbxmeg,2
Transposiciones,bjzsb,bjszb,2
Transposiciones,geqhlurhd,gehqlurhd,2
Transposiciones,uuglcz,uulgcz,2
Transposiciones,sanrn,sarnn,2
Transposiciones,fnhlxtttko,fnlhxtttko,2
Transposiciones,mpqawnrp,mpaqwnrp,2
Transposiciones,jnhoess,jnohess,2
Transposiciones,lrzqktqkrl,lrqzktqkrl,2
Transposiciones,dsbqixy,dsqbixy,2
Transposiciones,evigjr,evgijr,2
Transposiciones,qdyrgxwjl,qdrygxwjl,2
Transposiciones,wfrnfqtto,wfnrfqtto,2
Transposiciones,zohzmnlaq,zozhmnlaq,2
Transposiciones,vsxdi,vsdxi,2
Transposiciones,vrveyxbb,vrevyxbb,2
Transposiciones,sukvqxn,suvkqxn,2
Transposiciones,wylyh,wyylh,2
Transposiciones,ankjxiu,anjkxiu,2
Transposiciones,tewmqprl,temwqprl,2
Transposiciones,cozpawhda,copzawhda,2
Transposiciones,tqmlyzcynw,tqlmyzcynw,2
Transposiciones,kvqaignhe,kvaqignhe,2
Transposiciones,wbhnvjc,wbnhvjc,2
Transposiciones,ulhohfzx,ulohhfzx,2
Transposiciones,dszvwms,dsvzwms,2
Transposiciones,fbyagu,fbaygu,2
Transposiciones,ktdic,ktidc,2
Transposiciones,ubdqs,ubqds,2
Transposiciones,jyrpbliy,jyprbliy,2
Transposiciones,unovujzo,unvoujzo,2
Transposiciones,jedyumjeqr,jeydumjeqr,2
Transposiciones,fsfyqetzk,fsyfqetzk,2
Transposiciones,caoysvscw,cayosvscw,2
